riboseq_counts rnaseq_counts cds_length total_mapped_riboseq total_mapped_rnaseq rpkm_riboseq rpkm_rnaseq te ensembl_tx_id entrez external_gene_id transcript_biotype
ENST00000338086.5 1 1 3195 20201281 1099616604 0.015493524662293 0.000284634702899968 54.4330136291852 ENST00000338086 23369 PUM2 protein_coding
ENST00000348956.2 1 1 1146 20201281 1099616604 0.0431952978150316 0.000793549629812738 54.4330136291852 ENST00000348956 1152 CKB protein_coding
ENST00000361078.2 1 1 3201 20201281 1099616604 0.0154644833789523 0.000284101179558075 54.4330136291852 ENST00000361078 23369 PUM2 protein_coding
ENST00000403432.1 1 1 3195 20201281 1099616604 0.015493524662293 0.000284634702899968 54.4330136291852 ENST00000403432 23369 PUM2 protein_coding
ENST00000553878.1 1 1 653 20201281 1099616604 0.0758067554303618 0.00139266137176937 54.4330136291852 ENST00000553878 1152 CKB protein_coding
ENST00000381997.2 1 1 3807 20201281 1099616604 0.0130028398466053 0.000238877823946782 54.4330136291852 ENST00000381997 5858 PZP protein_coding
ENST00000440577.1 1 1 2631 20201281 1099616604 0.018814827554552 0.000345651036018775 54.4330136291852 ENST00000440577 23369 PUM2 protein_coding
ENST00000517603.1 1 1 81 20201281 1099616604 0.611133472790447 0.0112272577254987 54.4330136291852 ENST00000517603 7381 UQCRB nonsense_mediated_decay
ENST00000536417.1 1 1 3027 20201281 1099616604 0.0163534229587136 0.000300432069958836 54.4330136291852 ENST00000536417 23369 PUM2 protein_coding
ENST00000602115.1 382 382 209 20201281 1099616604 90.4769948090049 1.66217133273867 54.4330136291852 ENST00000602115 1891 ECH1 protein_coding
ENST00000449583.1 13745 14138 699 20201281 1099616604 973.39398607136 18.3937175215611 52.9199159947058 ENST00000449583 3488 IGFBP5 protein_coding
ENST00000597205.1 1476 1658 166 20201281 1099616604 440.148635379125 9.08312203625921 48.4578577302035 ENST00000597205 1891 ECH1 protein_coding
ENST00000601094.1 1388 1799 109 20201281 1099616604 630.353340173251 15.0094015458894 41.9972334170701 ENST00000601094 1891 ECH1 protein_coding
ENST00000548246.1 1549 2105 447 20201281 1099616604 171.539833775268 4.28255834113235 40.0554575352056 ENST00000548246 9235 IL32 protein_coding
ENST00000233813.4 14702 21727 819 20201281 1099616604 888.614932447103 24.1254028287604 36.8331645591329 ENST00000233813 3488 IGFBP5 protein_coding
ENST00000588147.1 95777 143601 432 20201281 1099616604 10974.849491897 302.296019369877 36.3049752185742 ENST00000588147 7138 TNNT1 protein_coding
ENST00000525377.2 1676 2659 614 20201281 1099616604 135.122208032801 3.93829892778533 34.3097897113631 ENST00000525377 9235 IL32 protein_coding
ENST00000506632.1 5535 9007 695 20201281 1099616604 394.233849674108 11.7856643698114 33.4502864924548 ENST00000506632 10611 PDLIM5 nonsense_mediated_decay
ENST00000463543.1 480 788 132 20201281 1099616604 180.006586531004 5.42888944017525 33.1571656624478 ENST00000463543 29765 TMOD4 nonsense_mediated_decay
ENST00000523813.1 232 390 159 20201281 1099616604 72.2290579916861 2.23062309150003 32.3806645178743 ENST00000523813 972 CD74 nonsense_mediated_decay
ENST00000509632.1 11 19 270 20201281 1099616604 2.01674046020848 0.0639953690353428 31.5138499958441 ENST00000509632 6389 SDHA nonsense_mediated_decay
ENST00000589226.1 100594 175234 453 20201281 1099616604 10992.4618223233 351.786268657558 31.2475579682839 ENST00000589226 7138 TNNT1 protein_coding
ENST00000552752.1 1564 2759 125 20201281 1099616604 619.36666293588 20.0724506338938 30.8565543008502 ENST00000552752 5213 PFKM nonsense_mediated_decay
ENST00000008180.9 1610 2895 507 20201281 1099616604 157.195100959768 5.19277278173733 30.2719004984415 ENST00000008180 9235 IL32 protein_coding
ENST00000530890.1 1610 2895 507 20201281 1099616604 157.195100959768 5.19277278173733 30.2719004984415 ENST00000530890 9235 IL32 protein_coding
ENST00000552356.1 1610 2895 507 20201281 1099616604 157.195100959768 5.19277278173733 30.2719004984415 ENST00000552356 9235 IL32 protein_coding
ENST00000415325.1 72 131 177 20201281 1099616604 20.1363300187225 0.673064586018458 29.9173815366514 ENST00000415325 1738 DLD nonsense_mediated_decay
ENST00000593046.1 116327 221219 611 20201281 1099616604 9424.54533982462 329.260721553102 28.6233514139483 ENST00000593046 7138 TNNT1 protein_coding
ENST00000553659.1 2 4 216 20201281 1099616604 0.458350104592835 0.0168408865882481 27.2165068145926 ENST00000553659 87 ACTN1 protein_coding
ENST00000524984.1 1 2 408 20201281 1099616604 0.121327968862809 0.00445788174394803 27.2165068145926 ENST00000524984 8525 DGKZ nonsense_mediated_decay
ENST00000522246.1 2025 4153 369 20201281 1099616604 271.656281502583 10.2351515123406 26.5415007462316 ENST00000522246 972 CD74 nonsense_mediated_decay
ENST00000564112.1 1659 3465 73 20201281 1099616604 1124.9795197275 43.1657299935219 26.0618671315493 ENST00000564112 487 ATP2A1 protein_coding
ENST00000262873.7 35 76 5952 20201281 1099616604 0.291089280134563 0.0116120629298001 25.0678352239669 ENST00000262873 57644 MYH7B protein_coding
ENST00000529699.1 1598 3635 507 20201281 1099616604 156.02346045572 6.52011366549747 23.9295614248798 ENST00000529699 9235 IL32 protein_coding
ENST00000564664.1 37 85 420 20201281 1099616604 4.36087385226898 0.18404683200014 23.6943706385865 ENST00000564664 2975 GTF3C1 nonsense_mediated_decay
ENST00000540297.2 12 28 162 20201281 1099616604 3.66680083674268 0.157181608156982 23.3284344125079 ENST00000540297 7184 HSP90B1 nonsense_mediated_decay
ENST00000353334.6 4647 10924 699 20201281 1099616604 329.091440761994 14.2122627108172 23.1554571892003 ENST00000353334 972 CD74 protein_coding
ENST00000518797.1 4642 11177 949 20201281 1099616604 242.136362524925 10.710697394552 22.6069651307755 ENST00000518797 972 CD74 protein_coding
ENST00000009530.7 4660 11351 891 20201281 1099616604 258.898362109408 11.5855093129215 22.346739803718 ENST00000009530 972 CD74 protein_coding
ENST00000569971.1 9 22 219 20201281 1099616604 2.03432101216546 0.0913560423143321 22.2680510301212 ENST00000569971 197131 UBR1 nonsense_mediated_decay
ENST00000519773.1 85 209 120 20201281 1099616604 35.0637830013519 1.58388538362473 22.1378285094772 ENST00000519773 4023 LPL nonsense_mediated_decay
ENST00000395174.2 61 151 171 20201281 1099616604 17.6585408716819 0.80304438152383 21.9894955720549 ENST00000395174 10181 RBM5 nonsense_mediated_decay
ENST00000488048.1 1088 2705 199 20201281 1099616604 270.643068794354 12.3615492660573 21.8939441140678 ENST00000488048 948 CD36 protein_coding
ENST00000396887.3 1659 4126 396 20201281 1099616604 207.382588232595 9.47529519042432 21.8866625329177 ENST00000396887 9235 IL32 protein_coding
ENST00000549213.1 1659 4126 396 20201281 1099616604 207.382588232595 9.47529519042432 21.8866625329177 ENST00000549213 9235 IL32 protein_coding
ENST00000551122.1 1659 4126 396 20201281 1099616604 207.382588232595 9.47529519042432 21.8866625329177 ENST00000551122 9235 IL32 protein_coding
ENST00000418829.1 93 232 389 20201281 1099616604 11.8346232661451 0.542371792230263 21.8201304634234 ENST00000418829 9612 NCOR2 protein_coding
ENST00000542407.1 5617 14151 1425 20201281 1099616604 195.123981789319 9.03089884207448 21.606263695508 ENST00000542407 10611 PDLIM5 protein_coding
ENST00000424234.2 296 746 1566 20201281 1099616604 9.35666420410202 0.433217289477003 21.5980858367813 ENST00000424234 81 ACTN4 protein_coding
ENST00000587675.1 162 412 385 20201281 1099616604 20.8293335843019 0.973184531987906 21.4032723493398 ENST00000587675 4677 NARS protein_coding
ENST00000377795.3 2201 5646 483 20201281 1099616604 225.576576941105 10.6304697030464 21.2198127874312 ENST00000377795 972 CD74 protein_coding
ENST00000401035.3 2887 7424 964 20201281 1099616604 148.248681754801 7.00357268639244 21.1675795187847 ENST00000401035 91624 NEXN protein_coding
ENST00000548807.1 1696 4388 676 20201281 1099616604 124.193893429084 5.9030795249387 21.0388311565857 ENST00000548807 9235 IL32 protein_coding
ENST00000598858.1 248 659 289 20201281 1099616604 42.479062980673 2.07370169594947 20.4846545979331 ENST00000598858 3270 HRC protein_coding
ENST00000325568.5 1659 4425 567 20201281 1099616604 144.838633051336 7.09723077647598 20.4077671436877 ENST00000325568 9235 IL32 protein_coding
ENST00000440815.3 1659 4425 567 20201281 1099616604 144.838633051336 7.09723077647598 20.4077671436877 ENST00000440815 9235 IL32 protein_coding
ENST00000444393.3 1659 4425 567 20201281 1099616604 144.838633051336 7.09723077647598 20.4077671436877 ENST00000444393 9235 IL32 protein_coding
ENST00000525643.2 1659 4425 567 20201281 1099616604 144.838633051336 7.09723077647598 20.4077671436877 ENST00000525643 9235 IL32 protein_coding
ENST00000526464.2 1659 4425 567 20201281 1099616604 144.838633051336 7.09723077647598 20.4077671436877 ENST00000526464 9235 IL32 protein_coding
ENST00000528163.2 1659 4425 567 20201281 1099616604 144.838633051336 7.09723077647598 20.4077671436877 ENST00000528163 9235 IL32 protein_coding
ENST00000529550.1 1659 4425 567 20201281 1099616604 144.838633051336 7.09723077647598 20.4077671436877 ENST00000529550 9235 IL32 protein_coding
ENST00000530538.2 1659 4425 567 20201281 1099616604 144.838633051336 7.09723077647598 20.4077671436877 ENST00000530538 9235 IL32 protein_coding
ENST00000533097.2 1659 4425 567 20201281 1099616604 144.838633051336 7.09723077647598 20.4077671436877 ENST00000533097 9235 IL32 protein_coding
ENST00000552664.1 1659 4425 567 20201281 1099616604 144.838633051336 7.09723077647598 20.4077671436877 ENST00000552664 9235 IL32 protein_coding
ENST00000450038.1 111 297 345 20201281 1099616604 15.9266697213302 0.782881562615429 20.3436515583823 ENST00000450038 1738 DLD nonsense_mediated_decay
ENST00000451081.1 111 297 348 20201281 1099616604 15.7893708444222 0.776132583627365 20.3436515583823 ENST00000451081 1738 DLD nonsense_mediated_decay
ENST00000396890.2 1696 4571 705 20201281 1099616604 119.08520845115 5.89631687960799 20.1965414821917 ENST00000396890 9235 IL32 protein_coding
ENST00000534507.1 1696 4571 705 20201281 1099616604 119.08520845115 5.89631687960799 20.1965414821917 ENST00000534507 9235 IL32 protein_coding
ENST00000548476.1 1696 4571 705 20201281 1099616604 119.08520845115 5.89631687960799 20.1965414821917 ENST00000548476 9235 IL32 protein_coding
ENST00000511742.1 10 27 159 20201281 1099616604 3.11332146515888 0.154427752488464 20.1603754182167 ENST00000511742 3033 HADH nonsense_mediated_decay
ENST00000523208.1 2015 5463 437 20201281 1099616604 228.252058950785 11.3686389595111 20.0773425705305 ENST00000523208 972 CD74 nonsense_mediated_decay
ENST00000423596.1 1331 3686 246 20201281 1099616604 267.832970874028 13.6263310165498 19.6555456159646 ENST00000423596 6450 SH3BGR protein_coding
ENST00000524660.1 11947 33508 319 20201281 1099616604 1853.91266317751 95.5248874644105 19.407640379249 ENST00000524660 1410 CRYAB protein_coding
ENST00000382213.3 1575 4425 540 20201281 1099616604 144.380282946743 7.45209231529978 19.3744624781846 ENST00000382213 9235 IL32 protein_coding
ENST00000548652.1 1575 4425 540 20201281 1099616604 144.380282946743 7.45209231529978 19.3744624781846 ENST00000548652 9235 IL32 protein_coding
ENST00000551513.1 1612 4571 678 20201281 1099616604 117.694571989962 6.13112595888441 19.1962410785925 ENST00000551513 9235 IL32 protein_coding
ENST00000528628.1 6471 18504 232 20201281 1099616604 1380.71646938183 72.5331178153574 19.0356696495059 ENST00000528628 1410 CRYAB protein_coding
ENST00000484566.1 549 1579 424 20201281 1099616604 64.0955056639585 3.38668640526784 18.9257279812683 ENST00000484566 7919 DDX39B nonsense_mediated_decay
ENST00000291901.8 135369 393789 789 20201281 1099616604 8493.04270384255 453.884433447123 18.7119056702172 ENST00000291901 7138 TNNT1 protein_coding
ENST00000536926.1 135321 393789 756 20201281 1099616604 8860.62778622958 473.696849192831 18.7052706838306 ENST00000536926 7138 TNNT1 protein_coding
ENST00000588981.1 135369 394099 837 20201281 1099616604 8005.98649143581 428.192036357548 18.6971868032377 ENST00000588981 7138 TNNT1 protein_coding
ENST00000356783.5 135234 393781 756 20201281 1099616604 8854.93114921536 473.687225829066 18.6936245403644 ENST00000356783 7138 TNNT1 protein_coding
ENST00000587758.1 135234 393781 756 20201281 1099616604 8854.93114921536 473.687225829066 18.6936245403644 ENST00000587758 7138 TNNT1 protein_coding
ENST00000524315.1 2026 5981 459 20201281 1099616604 218.49819103649 11.8500403158014 18.4386031788546 ENST00000524315 972 CD74 protein_coding
ENST00000403437.2 8 24 5814 20201281 1099616604 0.0681139474317526 0.00375400567911413 18.1443378763951 ENST00000403437 4626 MYH8 protein_coding
ENST00000569122.1 1 3 562 20201281 1099616604 0.0880815147616125 0.00485449044002881 18.1443378763951 ENST00000569122 23049 SMG1 protein_coding
ENST00000322122.3 2540 7828 1434 20201281 1099616604 87.6810325606043 4.96432695362031 17.6622195475384 ENST00000322122 493829 TRIM72 protein_coding
ENST00000440324.1 3936 12185 1306 20201281 1099616604 149.187694686952 8.48478940750488 17.5829578698788 ENST00000440324 91624 NEXN protein_coding
ENST00000526129.1 310 964 231 20201281 1099616604 66.4310021721564 3.79510472830235 17.5043923496342 ENST00000526129 34 ACADM nonsense_mediated_decay
ENST00000555767.1 1096 3445 234 20201281 1099616604 231.854637523268 13.3885048376572 17.3174406204897 ENST00000555767 57447 NDRG2 nonsense_mediated_decay
ENST00000533879.1 5556 17643 206 20201281 1099616604 1335.1071046637 77.8868114181015 17.1416325865076 ENST00000533879 1410 CRYAB protein_coding
ENST00000586807.1 159 509 411 20201281 1099616604 19.1503357568569 1.12624965636153 17.0036329411404 ENST00000586807 4677 NARS nonsense_mediated_decay
ENST00000525808.1 194 624 144 20201281 1099616604 66.6899402182576 3.94076746165005 16.9230843654839 ENST00000525808 34 ACADM nonsense_mediated_decay
ENST00000526196.1 194 624 144 20201281 1099616604 66.6899402182576 3.94076746165005 16.9230843654839 ENST00000526196 34 ACADM nonsense_mediated_decay
ENST00000585321.2 104971 339558 579 20201281 1099616604 8974.53304586385 533.327667494209 16.8274282263095 ENST00000585321 7138 TNNT1 protein_coding
ENST00000587465.2 104971 339558 579 20201281 1099616604 8974.53304586385 533.327667494209 16.8274282263095 ENST00000587465 7138 TNNT1 protein_coding
ENST00000531965.1 1299 4254 537 20201281 1099616604 119.744604978656 7.20413613315829 16.6216466159642 ENST00000531965 9235 IL32 protein_coding
ENST00000542443.1 12580 42099 504 20201281 1099616604 1235.58092480954 75.9626233369989 16.2656431614801 ENST00000542443 10345 TRDN protein_coding
ENST00000330010.8 5039 16901 1836 20201281 1099616604 135.860363355488 8.37140659494062 16.2290962474093 ENST00000330010 91624 NEXN protein_coding
ENST00000342754.5 5022 16924 1730 20201281 1099616604 143.698321577251 8.8964271037304 16.1523631792583 ENST00000342754 91624 NEXN protein_coding
ENST00000511188.1 61 206 352 20201281 1099616604 8.57843888936818 0.532210290930886 16.1185137445645 ENST00000511188 419 ART3 protein_coding
ENST00000521749.1 347 1176 450 20201281 1099616604 38.1713967104913 2.37658591533357 16.0614419467069 ENST00000521749 309 ANXA6 protein_coding
ENST00000440337.2 155 529 404 20201281 1099616604 18.9920315615942 1.19078407495024 15.9491816871904 ENST00000440337 9612 NCOR2 protein_coding
ENST00000587194.1 162 553 487 20201281 1099616604 16.4667216220868 1.03265411765557 15.9460184591826 ENST00000587194 4677 NARS protein_coding
ENST00000554531.1 1549 5390 464 20201281 1099616604 165.254969175743 10.5640268327058 15.6431796125432 ENST00000554531 57447 NDRG2 protein_coding
ENST00000417023.1 552 1941 561 20201281 1099616604 48.7076645907424 3.14645398727386 15.4801769826431 ENST00000417023 7919 DDX39B protein_coding
ENST00000593194.1 106788 376080 632 20201281 1099616604 8364.23959601274 541.155243540903 15.4562663779872 ENST00000593194 7138 TNNT1 protein_coding
ENST00000557633.1 1480 5247 420 20201281 1099616604 174.434954090759 11.3611026765263 15.3536992893452 ENST00000557633 57447 NDRG2 protein_coding
ENST00000378300.5 119682 426697 969 20201281 1099616604 6114.01009239526 400.45574031524 15.2676300446643 ENST00000378300 7169 TPM2 protein_coding
ENST00000329305.2 119682 426697 855 20201281 1099616604 6929.21143804797 453.849839023939 15.2676300446643 ENST00000329305 7169 TPM2 protein_coding
ENST00000302206.5 5357 19117 477 20201281 1099616604 555.935436295204 36.4468561027402 15.2533166297821 ENST00000302206 7170 TPM3 protein_coding
ENST00000513341.1 6302 22681 590 20201281 1099616604 528.746465741623 34.9597966614152 15.1244147917255 ENST00000513341 10611 PDLIM5 protein_coding
ENST00000378292.3 111710 402283 855 20201281 1099616604 6467.65770746092 427.882255539803 15.1155081187032 ENST00000378292 7169 TPM2 protein_coding
ENST00000589745.1 83981 302646 442 20201281 1099616604 9405.45614129317 622.689266897951 15.1045740488644 ENST00000589745 7138 TNNT1 protein_coding
ENST00000431894.1 88 318 302 20201281 1099616604 14.4243688544712 0.957588425474822 15.0632238973846 ENST00000431894 8829 NRP1 protein_coding
ENST00000527899.1 19568 71198 524 20201281 1099616604 1848.57145694779 123.564927364017 14.9603248784502 ENST00000527899 1410 CRYAB protein_coding
ENST00000378332.2 3 11 108 20201281 1099616604 1.37505031377851 0.0926248762353645 14.8453673534141 ENST00000378332 29123 ANKRD11 nonsense_mediated_decay
ENST00000453458.1 47174 173241 624 20201281 1099616604 3742.30520204927 252.478733662617 14.8222590780657 ENST00000453458 7140 TNNT3 protein_coding
ENST00000227251.3 19568 72125 528 20201281 1099616604 1834.56712772849 124.225460302233 14.7680445157143 ENST00000227251 1410 CRYAB protein_coding
ENST00000526180.1 19568 72125 528 20201281 1099616604 1834.56712772849 124.225460302233 14.7680445157143 ENST00000526180 1410 CRYAB protein_coding
ENST00000527950.1 19568 72125 528 20201281 1099616604 1834.56712772849 124.225460302233 14.7680445157143 ENST00000527950 1410 CRYAB protein_coding
ENST00000531198.1 19568 72125 528 20201281 1099616604 1834.56712772849 124.225460302233 14.7680445157143 ENST00000531198 1410 CRYAB protein_coding
ENST00000533475.1 19568 72125 528 20201281 1099616604 1834.56712772849 124.225460302233 14.7680445157143 ENST00000533475 1410 CRYAB protein_coding
ENST00000540592.1 162 607 525 20201281 1099616604 15.2748446284881 1.05144872493256 14.5274270311829 ENST00000540592 4677 NARS nonsense_mediated_decay
ENST00000526167.1 14064 53061 320 20201281 1099616604 2175.60460646035 150.794035299962 14.4276569171493 ENST00000526167 1410 CRYAB protein_coding
ENST00000588426.1 79258 301420 480 20201281 1099616604 8173.78033270926 571.070253985846 14.3130906848317 ENST00000588426 7138 TNNT1 protein_coding
ENST00000446240.1 48557 184919 720 20201281 1099616604 3338.41590430715 233.564993025919 14.2933059490498 ENST00000446240 7140 TNNT3 protein_coding
ENST00000360603.3 48557 184919 759 20201281 1099616604 3166.87674716883 221.563629747907 14.2933059490498 ENST00000360603 7140 TNNT3 protein_coding
ENST00000381579.3 48557 184919 753 20201281 1099616604 3192.11082483552 223.329076996894 14.2933059490498 ENST00000381579 7140 TNNT3 protein_coding
ENST00000381561.4 48558 184930 786 20201281 1099616604 3058.15388411252 213.965392449485 14.2927500989887 ENST00000381561 7140 TNNT3 protein_coding
ENST00000381563.4 48558 184930 786 20201281 1099616604 3058.15388411252 213.965392449485 14.2927500989887 ENST00000381563 7140 TNNT3 protein_coding
ENST00000397301.1 48558 184930 810 20201281 1099616604 2967.54191717585 207.625677117648 14.2927500989887 ENST00000397301 7140 TNNT3 protein_coding
ENST00000278317.6 48558 184930 777 20201281 1099616604 3093.57651597483 216.443756068591 14.2927500989887 ENST00000278317 7140 TNNT3 protein_coding
ENST00000344578.4 48558 184930 738 20201281 1099616604 3257.05820177838 227.881840738882 14.2927500989887 ENST00000344578 7140 TNNT3 protein_coding
ENST00000381548.3 48558 184930 783 20201281 1099616604 3069.87094880261 214.785183225153 14.2927500989887 ENST00000381548 7140 TNNT3 protein_coding
ENST00000381549.3 48558 184930 753 20201281 1099616604 3192.17656429275 223.342361839701 14.2927500989887 ENST00000381549 7140 TNNT3 protein_coding
ENST00000381558.1 48558 184930 753 20201281 1099616604 3192.17656429275 223.342361839701 14.2927500989887 ENST00000381558 7140 TNNT3 protein_coding
ENST00000381589.3 48558 184930 771 20201281 1099616604 3117.65104139097 218.12814327535 14.2927500989887 ENST00000381589 7140 TNNT3 protein_coding
ENST00000381557.2 48558 184930 735 20201281 1099616604 3270.35231688767 228.811970701082 14.2927500989887 ENST00000381557 7140 TNNT3 protein_coding
ENST00000397304.2 48558 184930 720 20201281 1099616604 3338.48465682284 233.578886757354 14.2927500989887 ENST00000397304 7140 TNNT3 protein_coding
ENST00000323144.7 5367 20641 744 20201281 1099616604 357.091695195931 25.2299569404215 14.1534801680072 ENST00000323144 7170 TPM3 protein_coding
ENST00000330188.9 5367 20641 747 20201281 1099616604 355.657592002373 25.1286318121467 14.1534801680072 ENST00000330188 7170 TPM3 protein_coding
ENST00000528961.1 14064 54150 325 20201281 1099616604 2142.13376636096 151.521342992912 14.137505146461 ENST00000528961 1410 CRYAB protein_coding
ENST00000525823.1 14064 54617 327 20201281 1099616604 2129.03203078689 151.893363763543 14.0166230968537 ENST00000525823 1410 CRYAB protein_coding
ENST00000533280.1 14064 54617 327 20201281 1099616604 2129.03203078689 151.893363763543 14.0166230968537 ENST00000533280 1410 CRYAB protein_coding
ENST00000360958.2 134650 525266 855 20201281 1099616604 7795.81156843267 558.691271662909 13.9537020960233 ENST00000360958 7169 TPM2 protein_coding
ENST00000588661.1 162 641 490 20201281 1099616604 16.3659049590944 1.18965397625637 13.7568614788268 ENST00000588661 4677 NARS protein_coding
ENST00000318007.5 6394 25343 645 20201281 1099616604 490.720281281848 35.731974876779 13.7333657872 ENST00000318007 10611 PDLIM5 protein_coding
ENST00000538141.1 6394 25343 645 20201281 1099616604 490.720281281848 35.731974876779 13.7333657872 ENST00000538141 10611 PDLIM5 protein_coding
ENST00000509259.1 201 805 275 20201281 1099616604 36.1813238927319 2.66208487269507 13.5913487446785 ENST00000509259 831 CAST protein_coding
ENST00000437500.1 69 277 315 20201281 1099616604 10.8432539029391 0.799701528847667 13.5591261386779 ENST00000437500 10181 RBM5 protein_coding
ENST00000221418.4 5434 21917 987 20201281 1099616604 272.535808087747 20.1940146029891 13.4958706055114 ENST00000221418 1891 ECH1 protein_coding
ENST00000334785.7 5245 21274 2028 20201281 1099616604 128.026134244407 9.53981417605181 13.420191618176 ENST00000334785 91624 NEXN protein_coding
ENST00000380180.3 6418 26064 705 20201281 1099616604 450.642021131768 33.6210026580841 13.40358661265 ENST00000380180 10611 PDLIM5 protein_coding
ENST00000450793.1 6418 26064 705 20201281 1099616604 450.642021131768 33.6210026580841 13.40358661265 ENST00000450793 10611 PDLIM5 protein_coding
ENST00000508216.1 6418 26064 705 20201281 1099616604 450.642021131768 33.6210026580841 13.40358661265 ENST00000508216 10611 PDLIM5 protein_coding
ENST00000503974.1 6421 26169 1452 20201281 1099616604 218.905737143102 16.39001012459 13.3560464867973 ENST00000503974 10611 PDLIM5 protein_coding
ENST00000514743.1 6421 26210 1878 20201281 1099616604 169.249803158565 12.6920023555969 13.3351537776802 ENST00000514743 10611 PDLIM5 protein_coding
ENST00000437932.1 6421 26210 1464 20201281 1099616604 217.111427822257 16.2811341692699 13.3351537776802 ENST00000437932 10611 PDLIM5 protein_coding
ENST00000317968.4 6421 26219 1791 20201281 1099616604 177.47131788486 13.3131016720787 13.3305763191959 ENST00000317968 10611 PDLIM5 protein_coding
ENST00000457030.1 5242 21431 1989 20201281 1099616604 130.461787236687 9.79865268251796 13.3142577315192 ENST00000457030 91624 NEXN protein_coding
ENST00000431908.1 621 2547 737 20201281 1099616604 41.7104814312514 3.14282477554202 13.2716534996953 ENST00000431908 7919 DDX39B protein_coding
ENST00000451943.2 192 791 384 20201281 1099616604 24.7509056480131 1.87328549408966 13.2125646230133 ENST00000451943 1642 DDB1 protein_coding
ENST00000446928.1 33 138 333 20201281 1099616604 4.90558490320981 0.376871732299174 13.0165902156747 ENST00000446928 23066 CAND2 nonsense_mediated_decay
ENST00000452684.2 1275 5342 423 20201281 1099616604 149.207587239795 11.4847680197134 12.9917806771268 ENST00000452684 6648 SOD2 protein_coding
ENST00000561425.1 2365 9909 123 20201281 1099616604 951.803119634976 73.2627856988563 12.9916315705947 ENST00000561425 7168 TPM1 nonsense_mediated_decay
ENST00000517757.1 278 1165 389 20201281 1099616604 35.3766157848208 2.72354800839766 12.9891654840459 ENST00000517757 309 ANXA6 protein_coding
ENST00000398178.3 17439 74155 2190 20201281 1099616604 394.183601457261 30.7932150809968 12.8009888029042 ENST00000398178 10345 TRDN protein_coding
ENST00000334268.4 17439 74155 2166 20201281 1099616604 398.551286791967 31.134414140066 12.8009888029042 ENST00000334268 10345 TRDN protein_coding
ENST00000595470.1 2312 9967 543 20201281 1099616604 210.770143124148 16.6925751339847 12.6265804666074 ENST00000595470 1891 ECH1 protein_coding
